col_13,col_7,col_3,col_4,col_9,col_5,col_11,col_14,col_0,col_12,col_6,col_8,col_10,col_15,row,col_1,col_2
,エスゾピクロン錠3ｍｇ「杏林」,3ｍｇ1錠,,後発品,,,,内用薬,18.5,,キョーリンリメディオ,,錠,175,1129010F3098,エスゾピクロン
,エスゾピクロン錠3ｍｇ「トーワ」,3ｍｇ1錠,,後発品,,,,内用薬,18.5,,東和薬品,,錠,176,1129010F3128,エスゾピクロン
,エスゾピクロン錠3ｍｇ「日新」,3ｍｇ1錠,,後発品,,,,内用薬,18.5,,日新製薬（山形）,,錠,177,1129010F3136,エスゾピクロン
,エスゾピクロン錠3ｍｇ「明治」,3ｍｇ1錠,,後発品,,,,内用薬,18.5,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,錠,178,1129010F3152,エスゾピクロン
,クランポール末,1ｇ,,,,,,内用薬,126.6,,住友ファーマ,,錠,179,1131001A1038,アセチルフェネトライド
,クランポール錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,42.9,,住友ファーマ,,錠,180,1131001F1035,アセチルフェネトライド
,アクセノン末,1ｇ,,,,,,内用薬,201.2,,住友ファーマ,,錠,181,1132001A1035,エトトイン
,フェニトイン散,10％1ｇ,局,,,,,内用薬,12.1,,,,錠,182,1132002B1019,フェニトイン
,フェニトイン錠,25ｍｇ1錠,局,,,,,内用薬,11.9,,,,錠,183,1132002F1010,フェニトイン
,アレビアチン錠25ｍｇ,25ｍｇ1錠,局,,,,,内用薬,12.1,,住友ファーマ,,錠,184,1132002F1037,フェニトイン
,フェニトイン錠,100ｍｇ1錠,局,,,,,内用薬,12.8,,,,錠,185,1132002F2017,フェニトイン
,アレビアチン錠100ｍｇ,100ｍｇ1錠,局,,,,,内用薬,12.9,,住友ファーマ,,錠,186,1132002F2041,フェニトイン
,ミノアレ散66．7％,66．7％1ｇ,,,,,,内用薬,36.2,,日医工,,錠,187,1133002B1032,トリメタジオン
,プリミドン細粒99．5％「日医工」,99．5％1ｇ,,,,,,内用薬,55.7,,日医工,,錠,188,1135002C1059,プリミドン
,プリミドン錠250ｍｇ「日医工」,250ｍｇ1錠,,,,,,内用薬,17.3,,日医工,,錠,189,1135002F1055,プリミドン
,オスポロット錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,25,,共和薬品工業,,錠,190,1137001F1039,スルチアム
,オスポロット錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,64,,共和薬品工業,,錠,191,1137001F2035,スルチアム
,エピレオプチマル散50％,50％1ｇ,,,,,,内用薬,25.1,,エーザイ,,錠,192,1139001B1031,エトスクシミド
,ザロンチンシロップ5％,5％1ｍＬ,,,,,,内用薬,6.9,,ファイザー,,錠,193,1139001Q1042,エトスクシミド
,カルバマゼピン細粒50％「アメル」,50％1ｇ,,,,,,内用薬,22.2,,共和薬品工業,,錠,194,1139002C1066,カルバマゼピン
,テグレトール細粒50％,50％1ｇ,,,,,,内用薬,22.2,,サンファーマ,,錠,195,1139002C1082,カルバマゼピン
,カルバマゼピン細粒50％「フジナガ」,50％1ｇ,,,,,,内用薬,22.2,,藤永製薬,,錠,196,1139002C1090,カルバマゼピン
,テグレトール錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,7.7,,サンファーマ,,錠,197,1139002F1062,カルバマゼピン
,カルバマゼピン錠200ｍｇ「アメル」,200ｍｇ1錠,,後発品,,,,内用薬,10,,共和薬品工業,,錠,198,1139002F1070,カルバマゼピン
,カルバマゼピン錠200ｍｇ「フジナガ」,200ｍｇ1錠,,後発品,,,,内用薬,7.7,,藤永製薬,,錠,199,1139002F1100,カルバマゼピン
,カルバマゼピン100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,200,1139002F2018,カルバマゼピン
,テグレトール錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,6.1,,サンファーマ,準先発品,錠,201,1139002F2026,カルバマゼピン
,リボトリール細粒0．1％,0．1％1ｇ,局,,,,,内用薬,8.3,,太陽ファルマ,先発品,錠,202,1139003C1044,クロナゼパム
R8.3.31まで,ランドセン細粒0．1％,0．1％1ｇ,局,,,,,内用薬,8.1,,住友ファーマ,先発品,錠,203,1139003C1052,クロナゼパム
,リボトリール細粒0．5％,0．5％1ｇ,局,,,,,内用薬,35.9,,太陽ファルマ,先発品,錠,204,1139003C2040,クロナゼパム
R8.3.31まで,ランドセン細粒0．5％,0．5％1ｇ,局,,,,,内用薬,31.7,,住友ファーマ,先発品,錠,205,1139003C2059,クロナゼパム
,リボトリール錠0．5ｍｇ,0．5ｍｇ1錠,局,,,,,内用薬,9.6,,太陽ファルマ,先発品,錠,206,1139003F1040,クロナゼパム
,ランドセン錠0．5ｍｇ,0．5ｍｇ1錠,局,,,,,内用薬,9.6,,住友ファーマ,先発品,錠,207,1139003F1059,クロナゼパム
,リボトリール錠1ｍｇ,1ｍｇ1錠,局,,,,,内用薬,10.4,,太陽ファルマ,先発品,錠,208,1139003F2047,クロナゼパム
,ランドセン錠1ｍｇ,1ｍｇ1錠,局,,,,,内用薬,10.4,,住友ファーマ,先発品,錠,209,1139003F2055,クロナゼパム
,リボトリール錠2ｍｇ,2ｍｇ1錠,局,,,,,内用薬,13.2,,太陽ファルマ,先発品,錠,210,1139003F3043,クロナゼパム
,ランドセン錠2ｍｇ,2ｍｇ1錠,局,,,,,内用薬,13.7,,住友ファーマ,先発品,錠,211,1139003F3051,クロナゼパム
,バルプロ酸ナトリウム細粒20％「ＥＭＥＣ」,20％1ｇ,,後発品,,,,内用薬,18.1,,日医工,,錠,212,1139004C1049,バルプロ酸ナトリウム
,デパケン細粒40％,40％1ｇ,,,,,,内用薬,19.7,,日医工岐阜工場,先発品,錠,213,1139004C2061,バルプロ酸ナトリウム
,バルプロ酸ナトリウム細粒40％「ＥＭＥＣ」,40％1ｇ,,★,,,,内用薬,25.9,,日医工,,錠,214,1139004C2070,バルプロ酸ナトリウム
,セレニカＲ顆粒40％,40％1ｇ,,,,○,,内用薬,36.7,,興和,先発品,錠,215,1139004D1052,バルプロ酸ナトリウム
,バルプロ酸Ｎａ徐放顆粒40％「フジナガ」,40％1ｇ,,後発品,,,,内用薬,26.3,,藤永製薬,,錠,216,1139004D1087,バルプロ酸ナトリウム
,バルプロ酸ナトリウム100ｍｇ錠,100ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,217,1139004F1010,バルプロ酸ナトリウム
,デパケン錠100ｍｇ,100ｍｇ1錠,局,,,,,内用薬,10.4,,日医工岐阜工場,先発品,錠,218,1139004F1096,バルプロ酸ナトリウム
,バルプロ酸ナトリウム錠200ｍｇ「アメル」,200ｍｇ1錠,局,★,,,,内用薬,14.3,,共和薬品工業,,錠,219,1139004F2165,バルプロ酸ナトリウム
,デパケン錠200ｍｇ,200ｍｇ1錠,局,,,,,内用薬,10.4,,日医工岐阜工場,先発品,錠,220,1139004F2173,バルプロ酸ナトリウム
,バルプロ酸Ｎａ錠200ｍｇ「フジナガ」,200ｍｇ1錠,局,★,,,,内用薬,11.5,,藤永製薬,,錠,221,1139004F2190,バルプロ酸ナトリウム
,バルプロ酸ナトリウム錠200ｍｇ「ＤＳＰ」,200ｍｇ1錠,局,★,,,,内用薬,14.3,,住友ファーマ,,錠,222,1139004F2203,バルプロ酸ナトリウム
,バルプロ酸ナトリウム100ｍｇ徐放錠,100ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,223,1139004G1016,バルプロ酸ナトリウム
,デパケンＲ錠100ｍｇ,100ｍｇ1錠,局,,,,,内用薬,10.4,,日医工岐阜工場,先発品,錠,224,1139004G1040,バルプロ酸ナトリウム
,バルプロ酸ナトリウム200ｍｇ徐放錠,200ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,225,1139004G2012,バルプロ酸ナトリウム
,セレニカＲ錠200ｍｇ,200ｍｇ1錠,局,,,,,内用薬,10.9,,興和,先発品,錠,226,1139004G2039,バルプロ酸ナトリウム
,バルプロ酸ナトリウムＳＲ錠200ｍｇ「アメル」,200ｍｇ1錠,局,★,,,,内用薬,12.3,,共和薬品工業,,錠,227,1139004G2055,バルプロ酸ナトリウム
,デパケンＲ錠200ｍｇ,200ｍｇ1錠,局,,,○,,内用薬,11.3,,日医工岐阜工場,先発品,錠,228,1139004G2063,バルプロ酸ナトリウム
,セレニカＲ錠400ｍｇ,400ｍｇ1錠,局,,,,,内用薬,17.4,,興和,先発品,錠,229,1139004G3027,バルプロ酸ナトリウム
,バルプロ酸ナトリウム5％シロップ,5％1ｍＬ,,後発品,,,,内用薬,7,,,,錠,230,1139004Q1011,バルプロ酸ナトリウム
,デパケンシロップ5％,5％1ｍＬ,局,,,○,,内用薬,7.9,,日医工岐阜工場,先発品,錠,231,1139004Q1100,バルプロ酸ナトリウム
,バルプロ酸ナトリウムシロップ5％「日医工」,5％1ｍＬ,局,★,,,,内用薬,9.3,,日医工,,錠,232,1139004Q1119,バルプロ酸ナトリウム
,ゾニサミド20％散,20％1ｇ,,後発品,,,,内用薬,25.6,,,,錠,233,1139005B1013,ゾニサミド
,エクセグラン散20％,20％1ｇ,,,,○,,内用薬,29.9,,住友ファーマ,先発品,錠,234,1139005B1048,ゾニサミド
,ゾニサミド100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,11.7,,,,錠,235,1139005F1015,ゾニサミド
,エクセグラン錠100ｍｇ,100ｍｇ1錠,局,,,○,,内用薬,15,,住友ファーマ,先発品,錠,236,1139005F1023,ゾニサミド
,マイスタン細粒1％,1％1ｇ,,,,,,内用薬,23.3,,住友ファーマ,先発品,錠,237,1139006C1030,クロバザム
,マイスタン錠5ｍｇ,5ｍｇ1錠,,,,,,内用薬,14,,住友ファーマ,先発品,錠,238,1139006F1028,クロバザム
,マイスタン錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,24.8,,住友ファーマ,先発品,錠,239,1139006F2024,クロバザム
,ガバペン錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,24.6,,富士製薬工業,先発品,錠,240,1139007F1022,ガバペンチン
,ガバペン錠300ｍｇ,300ｍｇ1錠,,,,,,内用薬,31.9,,富士製薬工業,先発品,錠,241,1139007F2029,ガバペンチン
,ガバペン錠400ｍｇ,400ｍｇ1錠,,,,,,内用薬,40.9,,富士製薬工業,先発品,錠,242,1139007F3025,ガバペンチン
,ガバペンシロップ5％,5％1ｍＬ,,,,,,内用薬,17,,富士製薬工業,先発品,錠,243,1139007Q1023,ガバペンチン
,トピナ細粒10％,10％1ｇ,,,,,,内用薬,110.2,,協和キリン,先発品,錠,244,1139008C1020,トピラマート
,トピナ錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,45.1,,協和キリン,先発品,錠,245,1139008F1027,トピラマート
,トピラマート錠50ｍｇ「アメル」,50ｍｇ1錠,,後発品,,,,内用薬,21,,共和薬品工業,,錠,246,1139008F1035,トピラマート
,トピナ錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,76.1,,協和キリン,先発品,錠,247,1139008F2023,トピラマート
,トピラマート錠100ｍｇ「アメル」,100ｍｇ1錠,,後発品,,,,内用薬,30.5,,共和薬品工業,,錠,248,1139008F2031,トピラマート
,トピナ錠25ｍｇ,25ｍｇ1錠,,,,○,,内用薬,23,,協和キリン,先発品,錠,249,1139008F3020,トピラマート
,トピラマート錠25ｍｇ「アメル」,25ｍｇ1錠,,後発品,,,,内用薬,11.1,,共和薬品工業,,錠,250,1139008F3038,トピラマート
,ラモトリギン2ｍｇ錠,2ｍｇ1錠,,★,,,,内用薬,6.1,,,,錠,251,1139009F1013,ラモトリギン
,ラミクタール錠小児用2ｍｇ,2ｍｇ1錠,,,,,,内用薬,6.1,,グラクソ・スミスクライン,先発品,錠,252,1139009F1021,ラモトリギン
,ラモトリギン5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,253,1139009F2010,ラモトリギン
,ラミクタール錠小児用5ｍｇ,5ｍｇ1錠,,,,○,,内用薬,8.6,,グラクソ・スミスクライン,先発品,錠,254,1139009F2028,ラモトリギン
,ラモトリギン25ｍｇ錠,25ｍｇ1錠,,後発品,,,,内用薬,7.6,,,,錠,255,1139009F3016,ラモトリギン
,ラミクタール錠25ｍｇ,25ｍｇ1錠,,,,○,,内用薬,28.3,,グラクソ・スミスクライン,先発品,錠,256,1139009F3024,ラモトリギン
,ラモトリギン錠25ｍｇ「ＪＧ」,25ｍｇ1錠,,後発品,,,,内用薬,27.6,,日本ジェネリック,,錠,257,1139009F3032,ラモトリギン
,ラモトリギン錠25ｍｇ「アメル」,25ｍｇ1錠,,後発品,,,,内用薬,11.7,,共和薬品工業,,錠,258,1139009F3040,ラモトリギン
,ラモトリギン錠25ｍｇ「サワイ」,25ｍｇ1錠,,後発品,,,,内用薬,11.7,,沢井製薬,,錠,259,1139009F3059,ラモトリギン
,ラモトリギン錠25ｍｇ「トーワ」,25ｍｇ1錠,,後発品,,,,内用薬,11.7,,東和薬品,,錠,260,1139009F3067,ラモトリギン
,ラミクタール錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,72.6,,グラクソ・スミスクライン,先発品,錠,261,1139009F4020,ラモトリギン
,ラモトリギン錠100ｍｇ「ＪＧ」,100ｍｇ1錠,,★,,,,内用薬,75,,日本ジェネリック,,錠,262,1139009F4039,ラモトリギン
,ラモトリギン錠100ｍｇ「アメル」,100ｍｇ1錠,,後発品,,,,内用薬,28.7,,共和薬品工業,,錠,263,1139009F4047,ラモトリギン
,ラモトリギン錠100ｍｇ「サワイ」,100ｍｇ1錠,,後発品,,,,内用薬,28.7,,沢井製薬,,錠,264,1139009F4055,ラモトリギン
,ラモトリギン錠100ｍｇ「トーワ」,100ｍｇ1錠,,後発品,,,,内用薬,28.7,,東和薬品,,錠,265,1139009F4063,ラモトリギン
,ラモトリギン錠100ｍｇ「日医工」,100ｍｇ1錠,,後発品,,,,内用薬,28.7,,日医工,,錠,266,1139009F4071,ラモトリギン
,イーケプラ錠250ｍｇ,250ｍｇ1錠,,,,○,,内用薬,69.3,,ユーシービージャパン,先発品,錠,267,1139010F1024,レベチラセタム
,レベチラセタム錠250ｍｇ「ＪＧ」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,日本ジェネリック,,錠,268,1139010F1032,レベチラセタム
,レベチラセタム錠250ｍｇ「ＶＴＲＳ」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,ダイト,,錠,269,1139010F1040,レベチラセタム
,レベチラセタム錠250ｍｇ「アメル」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,共和薬品工業,,錠,270,1139010F1059,レベチラセタム
,レベチラセタム錠250ｍｇ「杏林」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,キョーリンリメディオ,,錠,271,1139010F1067,レベチラセタム
,レベチラセタム錠250ｍｇ「サワイ」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,沢井製薬,,錠,272,1139010F1075,レベチラセタム
,レベチラセタム錠250ｍｇ「タカタ」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,高田製薬,,錠,273,1139010F1083,レベチラセタム
,レベチラセタム錠250ｍｇ「トーワ」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,東和薬品,,錠,274,1139010F1091,レベチラセタム
,レベチラセタム錠250ｍｇ「日医工」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,日医工,,錠,275,1139010F1105,レベチラセタム
,レベチラセタム錠250ｍｇ「日新」,250ｍｇ1錠,,後発品,,,,内用薬,26.3,,日新製薬（山形）,,錠,276,1139010F1113,レベチラセタム
,レベチラセタム錠250ｍｇ「フェルゼン」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,フェルゼンファーマ,,錠,277,1139010F1121,レベチラセタム
,レベチラセタム錠250ｍｇ「明治」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,錠,278,1139010F1130,レベチラセタム
,レベチラセタム錠250ｍｇ「サンド」,250ｍｇ1錠,,後発品,,,,内用薬,25.4,,サンド,,錠,279,1139010F1148,レベチラセタム
,イーケプラ錠500ｍｇ,500ｍｇ1錠,,,,○,,内用薬,112.9,,ユーシービージャパン,先発品,錠,280,1139010F2020,レベチラセタム
,レベチラセタム錠500ｍｇ「ＪＧ」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,日本ジェネリック,,錠,281,1139010F2039,レベチラセタム
,レベチラセタム錠500ｍｇ「ＶＴＲＳ」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,ダイト,,錠,282,1139010F2047,レベチラセタム
,レベチラセタム錠500ｍｇ「アメル」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,共和薬品工業,,錠,283,1139010F2055,レベチラセタム
,レベチラセタム錠500ｍｇ「杏林」,500ｍｇ1錠,,後発品,,,,内用薬,46,,キョーリンリメディオ,,錠,284,1139010F2063,レベチラセタム
,レベチラセタム錠500ｍｇ「サワイ」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,沢井製薬,,錠,285,1139010F2071,レベチラセタム
,レベチラセタム錠500ｍｇ「タカタ」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,高田製薬,,錠,286,1139010F2080,レベチラセタム
,レベチラセタム錠500ｍｇ「トーワ」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,東和薬品,,錠,287,1139010F2098,レベチラセタム
,レベチラセタム錠500ｍｇ「日医工」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,日医工,,錠,288,1139010F2101,レベチラセタム
,レベチラセタム錠500ｍｇ「日新」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,日新製薬（山形）,,錠,289,1139010F2110,レベチラセタム
,レベチラセタム錠500ｍｇ「フェルゼン」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,フェルゼンファーマ,,錠,290,1139010F2128,レベチラセタム
,レベチラセタム錠500ｍｇ「明治」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,錠,291,1139010F2136,レベチラセタム
,レベチラセタム錠500ｍｇ「サンド」,500ｍｇ1錠,,後発品,,,,内用薬,41.6,,サンド,,錠,292,1139010F2144,レベチラセタム
,レベチラセタム粒状錠250ｍｇ「サワイ」,250ｍｇ1包,,後発品,,,,内用薬,26.3,,沢井製薬,,錠,293,1139010F3027,レベチラセタム
,レベチラセタム粒状錠500ｍｇ「サワイ」,500ｍｇ1包,,後発品,,,,内用薬,41.6,,沢井製薬,,錠,294,1139010F4023,レベチラセタム
,イーケプラドライシロップ50％,50％1ｇ,,,,○,,内用薬,133.1,,ユーシービージャパン,先発品,錠,295,1139010R1020,レベチラセタム
,レベチラセタムドライシロップ50％「ＪＧ」,50％1ｇ,,後発品,,,,内用薬,63.7,,日本ジェネリック,,錠,296,1139010R1039,レベチラセタム
,レベチラセタムドライシロップ50％「ＹＤ」,50％1ｇ,,後発品,,,,内用薬,63.7,,陽進堂,,錠,297,1139010R1047,レベチラセタム
,レベチラセタムＤＳ50％「杏林」,50％1ｇ,,後発品,,,,内用薬,63.7,,キョーリンリメディオ,,錠,298,1139010R1055,レベチラセタム
,レベチラセタムＤＳ50％「サワイ」,50％1ｇ,,後発品,,,,内用薬,63.7,,沢井製薬,,錠,299,1139010R1063,レベチラセタム
,レベチラセタムＤＳ50％「タカタ」,50％1ｇ,,後発品,,,,内用薬,68.9,,高田製薬,,錠,300,1139010R1071,レベチラセタム
,レベチラセタムＤＳ50％「トーワ」,50％1ｇ,,後発品,,,,内用薬,63.7,,東和薬品,,錠,301,1139010R1080,レベチラセタム
,レベチラセタムドライシロップ50％「日医工」,50％1ｇ,,後発品,,,,内用薬,63.7,,日医工,,錠,302,1139010R1098,レベチラセタム
,レベチラセタムドライシロップ50％「日新」,50％1ｇ,,後発品,,,,内用薬,63.7,,日新製薬（山形）,,錠,303,1139010R1101,レベチラセタム
,レベチラセタムドライシロップ50％「明治」,50％1ｇ,,後発品,,,,内用薬,63.7,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,錠,304,1139010R1110,レベチラセタム
,ディアコミットカプセル250ｍｇ,250ｍｇ1カプセル,,,,,,内用薬,793.7,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,先発品,錠,305,1139011M1028,スチリペントール
,ディアコミットドライシロップ分包250ｍｇ,250ｍｇ1包,,,,,,内用薬,791.1,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,先発品,錠,306,1139011R1025,スチリペントール
,ディアコミットドライシロップ分包500ｍｇ,500ｍｇ1包,,,,,,内用薬,1580.7,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,先発品,錠,307,1139011R2021,スチリペントール
,イノベロン錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,83.2,,エーザイ,先発品,錠,308,1139012F1023,ルフィナミド
,イノベロン錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,136.1,,エーザイ,先発品,錠,309,1139012F2020,ルフィナミド
,サブリル散分包500ｍｇ,500ｍｇ1包,,,,,,内用薬,1514.5,,サノフィ,先発品,錠,310,1139013B1026,ビガバトリン
,フィコンパ細粒1％,1％1ｇ,,,,,,内用薬,1065.6,,エーザイ,先発品,錠,311,1139014C1026,ペランパネル水和物
,フィコンパ錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,195.7,,エーザイ,先発品,錠,312,1139014F1022,ペランパネル水和物
,フィコンパ錠4ｍｇ,4ｍｇ1錠,,,,,,内用薬,319.7,,エーザイ,先発品,錠,313,1139014F2029,ペランパネル水和物
,ビムパット錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,217.8,,ユーシービージャパン,先発品,錠,314,1139015F1027,ラコサミド
,ラコサミド錠50ｍｇ「ＪＧ」,50ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,76.3,,日本ジェネリック,,錠,315,1139015F1035,ラコサミド
,ラコサミド錠50ｍｇ「ＶＴＲＳ」,50ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,76.3,,ヴィアトリス・ヘルスケア,,錠,316,1139015F1043,ラコサミド
,ラコサミド錠50ｍｇ「ＹＤ」,50ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,76.3,,陽進堂,,錠,317,1139015F1051,ラコサミド
,ラコサミド錠50ｍｇ「アメル」,50ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,76.3,,共和薬品工業,,錠,318,1139015F1060,ラコサミド
