excel_品名,薬価,reason
フロベン顆粒８％,21.2,not in dosing_master.csv
フロベン錠４０,15.7,not in dosing_master.csv
ミグリステン錠２０,8.2,not in dosing_master.csv
ロキソニン細粒１０％,13.8,not in dosing_master.csv
ロキソプロフェンＮａ細粒１０％「サワイ」,21.6,not in dosing_master.csv
ロキソプロフェンナトリウム６０ｍｇ錠,10.1,not in dosing_master.csv
ロキソニン錠６０ｍｇ,10.4,not in dosing_master.csv
ノイロトロピン錠４単位,28.5,not in dosing_master.csv
アルボ錠１００ｍｇ,17.6,not in dosing_master.csv
アルボ錠２００ｍｇ,19.6,not in dosing_master.csv
レリフェン錠４００ｍｇ,20.0,not in dosing_master.csv
ザルトプロフェン８０ｍｇ錠,10.4,not in dosing_master.csv
ソレトン錠８０,14.0,not in dosing_master.csv
ペオン錠８０,10.8,not in dosing_master.csv
アクタリット１００ｍｇ錠,19.8,not in dosing_master.csv
モーバー錠１００ｍｇ,28.1,not in dosing_master.csv
オークル錠１００ｍｇ,29.2,not in dosing_master.csv
エトドラク１００ｍｇ錠,6.1,not in dosing_master.csv
ハイペン錠１００ｍｇ,8.4,not in dosing_master.csv
オステラック錠１００,10.9,not in dosing_master.csv
エトドラク２００ｍｇ錠,11.5,not in dosing_master.csv
ハイペン錠２００ｍｇ,12.3,not in dosing_master.csv
オステラック錠２００,15.5,not in dosing_master.csv
ソセゴン錠２５ｍｇ,25.8,not in dosing_master.csv
メロキシカム５ｍｇ錠,8.0,not in dosing_master.csv
モービック錠５ｍｇ,13.8,not in dosing_master.csv
メロキシカム錠５ｍｇ「ケミファ」,11.6,not in dosing_master.csv
メロキシカム錠５ｍｇ「サワイ」,11.6,not in dosing_master.csv
メロキシカム錠５ｍｇ「タカタ」,12.4,not in dosing_master.csv
メロキシカム錠５ｍｇ「日医工」,11.6,not in dosing_master.csv
メロキシカム１０ｍｇ錠,10.8,not in dosing_master.csv
モービック錠１０ｍｇ,23.2,not in dosing_master.csv
メロキシカム錠１０ｍｇ「ケミファ」,16.3,not in dosing_master.csv
メロキシカム錠１０ｍｇ「サワイ」,16.3,not in dosing_master.csv
メロキシカム錠１０ｍｇ「タカタ」,17.4,not in dosing_master.csv
メロキシカム錠１０ｍｇ「トーワ」,16.3,not in dosing_master.csv
ロルカム錠２ｍｇ,9.6,not in dosing_master.csv
ロルノキシカム錠２ｍｇ「ＫＯ」,6.1,not in dosing_master.csv
ロルカム錠４ｍｇ,12.3,not in dosing_master.csv
ロルノキシカム錠４ｍｇ「ＫＯ」,6.1,not in dosing_master.csv
セレコキシブ１００ｍｇ錠,6.1,not in dosing_master.csv
セレコックス錠１００ｍｇ,21.1,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「杏林」,9.9,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「ケミファ」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「サワイ」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「トーワ」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「日新」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「フェルゼン」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「三笠」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「明治」,9.3,not in dosing_master.csv
セレコキシブ錠１００ｍｇ「ＶＴＲＳ」,9.3,not in dosing_master.csv
セレコキシブ２００ｍｇ錠,7.9,not in dosing_master.csv
セレコックス錠２００ｍｇ,31.5,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「ＪＧ」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「オーハラ」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「杏林」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「ケミファ」,14.7,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「サワイ」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「武田テバ」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「トーワ」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「日新」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「フェルゼン」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「三笠」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「明治」,13.8,not in dosing_master.csv
セレコキシブ錠２００ｍｇ「ＶＴＲＳ」,13.8,not in dosing_master.csv
トラマールＯＤ錠２５ｍｇ,17.0,not in dosing_master.csv
トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,9.4,not in dosing_master.csv
トラマールＯＤ錠５０ｍｇ,29.4,not in dosing_master.csv
トラマドール塩酸塩ＯＤ錠５０ｍｇ「ＫＯ」,16.2,not in dosing_master.csv
ワントラム錠１００ｍｇ,68.2,not in dosing_master.csv
ツートラム錠５０ｍｇ,47.4,not in dosing_master.csv
ツートラム錠１００ｍｇ,83.7,not in dosing_master.csv
ツートラム錠１５０ｍｇ,115.2,not in dosing_master.csv
ツートラム錠２５ｍｇ,28.7,not in dosing_master.csv
クリアミン配合錠Ａ１．０,12.9,not in dosing_master.csv
クリアミン配合錠Ｓ０．５,9.5,not in dosing_master.csv
ＳＧ配合顆粒,7.5,not in dosing_master.csv
トラマドール塩酸塩・アセトアミノフェン錠,7.2,not in dosing_master.csv
トラムセット配合錠,26.9,not in dosing_master.csv
トアラセット配合錠「ＪＧ」,11.0,not in dosing_master.csv
トアラセット配合錠「ＳＮ」,11.8,not in dosing_master.csv
トアラセット配合錠「ＴＣ」,14.3,not in dosing_master.csv
トアラセット配合錠「ＴＣＫ」,11.0,not in dosing_master.csv
トアラセット配合錠「ケミファ」,14.3,not in dosing_master.csv
トアラセット配合錠「サワイ」,14.3,not in dosing_master.csv
トアラセット配合錠「サンド」,11.0,not in dosing_master.csv
トアラセット配合錠「トーワ」,11.0,not in dosing_master.csv
トアラセット配合錠「日本臓器」,11.0,not in dosing_master.csv
トアラセット配合錠「三笠」,11.0,not in dosing_master.csv
トアラセット配合錠「ＮＩＧ」,11.0,not in dosing_master.csv
トアラセット配合錠「ＫＭＰ」,11.0,not in dosing_master.csv
ヒロポン錠,300.7,not in dosing_master.csv
アマンタジン塩酸塩１０％細粒,6.7,not in dosing_master.csv
アマンタジン塩酸塩５０ｍｇ錠,6.1,not in dosing_master.csv
シンメトレル錠５０ｍｇ,8.4,not in dosing_master.csv
アマンタジン塩酸塩１００ｍｇ錠,6.1,not in dosing_master.csv
シンメトレル錠１００ｍｇ,7.8,not in dosing_master.csv
ビペリデン塩酸塩散１％「ヨシトミ」,11.7,not in dosing_master.csv
アキネトン細粒１％,21.4,not in dosing_master.csv
ビペリデン塩酸塩細粒１％「アメル」,11.0,not in dosing_master.csv
ビペリデン塩酸塩１ｍｇ錠,5.9,not in dosing_master.csv
アキネトン錠１ｍｇ,5.9,not in dosing_master.csv
ビペリデン塩酸塩錠２ｍｇ「サワイ」,5.9,not in dosing_master.csv
ドパストン散９８．５％,48.6,not in dosing_master.csv
ドパゾール錠２００ｍｇ,11.2,not in dosing_master.csv
ドパストンカプセル２５０ｍｇ,18.3,not in dosing_master.csv
トリヘキシフェニジル塩酸塩錠,9.0,not in dosing_master.csv
アーテン錠（２ｍｇ）,9.1,not in dosing_master.csv
セドリーナ錠２ｍｇ,9.1,not in dosing_master.csv
トリヘキシフェニジル塩酸塩錠２ｍｇ「ＣＨ」,9.1,not in dosing_master.csv
トリヘキシフェニジル塩酸塩錠２ｍｇ「杏林」,9.1,not in dosing_master.csv
アーテン散１％,12.1,not in dosing_master.csv
トリヘキシフェニジル塩酸塩散１％「ＣＨ」,14.7,not in dosing_master.csv
トリモール細粒２％,41.1,not in dosing_master.csv
トリモール錠２ｍｇ,6.1,not in dosing_master.csv
ブロモクリプチンメシル酸塩２．５ｍｇ錠,11.7,not in dosing_master.csv
パーロデル錠２．５ｍｇ,29.8,not in dosing_master.csv
ブロモクリプチン錠２．５ｍｇ「フソー」,33.2,not in dosing_master.csv
ドプス細粒２０％,72.8,not in dosing_master.csv
ドプスＯＤ錠１００ｍｇ,32.7,not in dosing_master.csv
ドプスＯＤ錠２００ｍｇ,61.9,not in dosing_master.csv
ドロキシドパ１００ｍｇカプセル,49.7,not in dosing_master.csv
ドロキシドパ２００ｍｇカプセル,99.3,not in dosing_master.csv
ペルゴリドメシル酸塩５０μｇ錠,15.0,not in dosing_master.csv
ペルマックス錠５０μｇ,20.3,not in dosing_master.csv
ペルゴリドメシル酸塩２５０μｇ錠,61.1,not in dosing_master.csv
ペルマックス錠２５０μｇ,74.6,not in dosing_master.csv
セレギリン塩酸塩２．５ｍｇ錠,135.0,not in dosing_master.csv
エフピーＯＤ錠２．５,260.9,not in dosing_master.csv
カバサール錠０．２５ｍｇ,36.6,not in dosing_master.csv
カベルゴリン錠０．２５ｍｇ「サワイ」,44.1,not in dosing_master.csv
カバサール錠１．０ｍｇ,112.1,not in dosing_master.csv
カベルゴリン錠１．０ｍｇ「サワイ」,141.9,not in dosing_master.csv
ビ・シフロール錠０．１２５ｍｇ,16.6,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＤＳＥＰ」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＦＦＰ」,10.5,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＪＧ」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＹＤ」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「タカタ」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「日医工」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「日新」,10.5,not in dosing_master.csv
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＶＴＲＳ」,9.4,not in dosing_master.csv
ビ・シフロール錠０．５ｍｇ,61.1,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「ＤＳＥＰ」,33.0,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「ＦＦＰ」,37.7,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「ＪＧ」,35.5,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「ＹＤ」,33.0,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「タカタ」,37.7,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「日医工」,33.0,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「日新」,37.7,not in dosing_master.csv
プラミペキソール塩酸塩錠０．５ｍｇ「ＶＴＲＳ」,33.0,not in dosing_master.csv
プラミペキソール塩酸塩ＯＤ錠０．１２５ｍｇ「トーワ」,9.4,not in dosing_master.csv
プラミペキソール塩酸塩ＯＤ錠０．５ｍｇ「トーワ」,33.0,not in dosing_master.csv
ミラペックスＬＡ錠０．３７５ｍｇ,44.6,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「ＤＳＥＰ」,20.9,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「オーハラ」,20.9,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「サワイ」,20.9,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「トーワ」,20.9,not in dosing_master.csv
ミラペックスＬＡ錠１．５ｍｇ,161.1,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「ＤＳＥＰ」,74.0,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「オーハラ」,74.0,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「サワイ」,74.0,not in dosing_master.csv
プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「トーワ」,74.0,not in dosing_master.csv
レキップ錠０．２５ｍｇ,19.4,not in dosing_master.csv
ロピニロール錠０．２５ｍｇ「ＪＧ」,14.7,not in dosing_master.csv
レキップ錠１ｍｇ,65.9,not in dosing_master.csv
ロピニロール錠１ｍｇ「ＪＧ」,29.9,not in dosing_master.csv
レキップ錠２ｍｇ,116.5,not in dosing_master.csv
ロピニロール錠２ｍｇ「ＪＧ」,54.1,not in dosing_master.csv
ロピニロールＯＤ錠０．２５ｍｇ「アメル」,8.7,not in dosing_master.csv
ロピニロールＯＤ錠１ｍｇ「アメル」,29.9,not in dosing_master.csv
ロピニロールＯＤ錠２ｍｇ「アメル」,50.6,not in dosing_master.csv
レキップＣＲ錠２ｍｇ,93.8,not in dosing_master.csv
ロピニロール徐放錠２ｍｇ「トーワ」,47.8,not in dosing_master.csv
ロピニロール徐放錠２ｍｇ「サワイ」,46.8,not in dosing_master.csv
ロピニロール徐放錠２ｍｇ「ＫＭＰ」,58.1,not in dosing_master.csv
レキップＣＲ錠８ｍｇ,301.4,not in dosing_master.csv
ロピニロール徐放錠８ｍｇ「トーワ」,162.7,not in dosing_master.csv
ロピニロール徐放錠８ｍｇ「サワイ」,162.7,not in dosing_master.csv
ロピニロール徐放錠８ｍｇ「ＫＭＰ」,162.7,not in dosing_master.csv
コムタン錠１００ｍｇ,74.5,not in dosing_master.csv
エンタカポン錠１００ｍｇ「ＪＧ」,26.3,not in dosing_master.csv
エンタカポン錠１００ｍｇ「アメル」,26.3,not in dosing_master.csv
エンタカポン錠１００ｍｇ「トーワ」,26.3,not in dosing_master.csv
エンタカポン錠１００ｍｇ「サンド」,26.3,not in dosing_master.csv
トレリーフＯＤ錠２５ｍｇ,618.5,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ＳＭＰＰ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ＤＳＥＰ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ＫＯ」,304.7,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ＺＥ」,304.7,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「アメル」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「杏林」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ケミファ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「サワイ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「サンド」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ダイト」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「トーワ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「日医工」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「日新」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「ニプロ」,275.0,not in dosing_master.csv
ゾニサミドＯＤ錠２５ｍｇＴＲＥ「フェルゼン」,275.0,not in dosing_master.csv
トレリーフＯＤ錠５０ｍｇ,920.7,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「ＳＭＰＰ」,414.4,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「ＤＳＥＰ」,414.4,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「ＫＯ」,414.4,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「ＺＥ」,482.0,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「アメル」,414.4,not in dosing_master.csv
ゾニサミドＯＤ錠５０ｍｇＴＲＥ「杏林」,414.4,not in dosing_master.csv
